field,ra,dec
1,0.0,89.8
2,58.7940268576351,86.0
3,98.7940268576351,86.0
4,138.794026857635,86.0
5,178.794026857635,86.0
6,218.794026857635,86.0
7,258.794026857635,86.0
8,298.794026857635,86.0
9,338.794026857635,86.0
10,18.7940268576351,86.0
11,17.6275960030665,81.1388888888889
12,41.6275960030665,81.1388888888889
13,65.6275960030665,81.1388888888889
14,89.6275960030665,81.1388888888889
15,113.627596003067,81.1388888888889
16,137.627596003067,81.1388888888889
17,161.627596003067,81.1388888888889
18,185.627596003067,81.1388888888889
19,209.627596003067,81.1388888888889
20,233.627596003067,81.1388888888889
21,257.627596003067,81.1388888888889
22,281.627596003067,81.1388888888889
23,305.627596003067,81.1388888888889
24,329.627596003067,81.1388888888889
25,353.627596003067,81.1388888888889
26,10.8974007026682,76.2777777777778
27,28.0402578455254,76.2777777777778
28,45.1831149883825,76.2777777777778
29,62.3259721312397,76.2777777777778
30,79.4688292740968,76.2777777777778
31,96.6116864169539,76.2777777777778
32,113.754543559811,76.2777777777778
33,130.897400702668,76.2777777777778
34,148.040257845525,76.2777777777778
35,165.183114988382,76.2777777777778
36,182.32597213124,76.2777777777778
37,199.468829274097,76.2777777777778
38,216.611686416954,76.2777777777778
39,233.754543559811,76.2777777777778
40,250.897400702668,76.2777777777778
41,268.040257845525,76.2777777777778
42,285.183114988382,76.2777777777778
43,302.32597213124,76.2777777777778
44,319.468829274097,76.2777777777778
45,336.611686416954,76.2777777777778
46,353.754543559811,76.2777777777778
47,7.98693532347977,71.4166666666667
48,21.3202686568131,71.4166666666667
49,34.6536019901465,71.4166666666667
50,47.9869353234798,71.4166666666667
51,61.3202686568131,71.4166666666667
52,74.6536019901465,71.4166666666667
53,87.9869353234798,71.4166666666667
54,101.320268656813,71.4166666666667
55,114.653601990146,71.4166666666667
56,127.98693532348,71.4166666666667
57,141.320268656813,71.4166666666667
58,154.653601990146,71.4166666666667
59,167.98693532348,71.4166666666667
60,181.320268656813,71.4166666666667
61,194.653601990146,71.4166666666667
62,207.98693532348,71.4166666666667
63,221.320268656813,71.4166666666667
64,234.653601990146,71.4166666666667
65,247.98693532348,71.4166666666667
66,261.320268656813,71.4166666666667
67,274.653601990146,71.4166666666667
68,287.98693532348,71.4166666666667
69,301.320268656813,71.4166666666667
70,314.653601990146,71.4166666666667
71,327.98693532348,71.4166666666667
72,341.320268656813,71.4166666666667
73,354.653601990146,71.4166666666667
74,6.35401623035335,66.5555555555556
75,17.2631071394443,66.5555555555556
76,28.1721980485352,66.5555555555556
77,39.081288957626,66.5555555555556
78,49.990379866717,66.5555555555556
79,60.8994707758079,66.5555555555556
80,71.8085616848988,66.5555555555556
81,82.7176525939897,66.5555555555556
82,93.6267435030806,66.5555555555556
83,104.535834412172,66.5555555555556
84,115.444925321262,66.5555555555556
85,126.354016230353,66.5555555555556
86,137.263107139444,66.5555555555556
87,148.172198048535,66.5555555555556
88,159.081288957626,66.5555555555556
89,169.990379866717,66.5555555555556
90,180.899470775808,66.5555555555556
91,191.808561684899,66.5555555555556
92,202.71765259399,66.5555555555556
93,213.626743503081,66.5555555555556
94,224.535834412172,66.5555555555556
95,235.444925321262,66.5555555555556
96,246.354016230353,66.5555555555556
97,257.263107139444,66.5555555555556
98,268.172198048535,66.5555555555556
99,279.081288957626,66.5555555555556
100,289.990379866717,66.5555555555556
101,300.899470775808,66.5555555555556
102,311.808561684899,66.5555555555556
103,322.71765259399,66.5555555555556
104,333.626743503081,66.5555555555556
105,344.535834412171,66.5555555555556
106,355.444925321262,66.5555555555556
107,5.3122663457815,61.6944444444444
108,14.7859505563078,61.6944444444444
109,24.2596347668341,61.6944444444444
110,33.7333189773605,61.6944444444444
111,43.2070031878868,61.6944444444444
112,52.6806873984131,61.6944444444444
113,62.1543716089394,61.6944444444444
114,71.6280558194657,61.6944444444444
115,81.101740029992,61.6944444444444
116,90.5754242405183,61.6944444444444
117,100.049108451045,61.6944444444444
118,109.522792661571,61.6944444444444
119,118.996476872097,61.6944444444444
120,128.470161082624,61.6944444444444
121,137.94384529315,61.6944444444444
122,147.417529503676,61.6944444444444
123,156.891213714203,61.6944444444444
124,166.364897924729,61.6944444444444
125,175.838582135255,61.6944444444444
126,185.312266345781,61.6944444444444
127,194.785950556308,61.6944444444444
128,204.259634766834,61.6944444444444
129,213.73331897736,61.6944444444444
130,223.207003187887,61.6944444444444
131,232.680687398413,61.6944444444444
132,242.154371608939,61.6944444444444
133,251.628055819466,61.6944444444444
134,261.101740029992,61.6944444444444
135,270.575424240518,61.6944444444444
136,280.049108451045,61.6944444444444
137,289.522792661571,61.6944444444444
138,298.996476872097,61.6944444444444
139,308.470161082624,61.6944444444444
140,317.94384529315,61.6944444444444
141,327.417529503676,61.6944444444444
142,336.891213714203,61.6944444444444
143,346.364897924729,61.6944444444444
144,355.838582135255,61.6944444444444
145,4.59460557724651,56.8333333333333
146,12.9666986005023,56.8333333333333
147,21.3387916237581,56.8333333333333
148,29.7108846470139,56.8333333333333
149,38.0829776702698,56.8333333333333
150,46.4550706935256,56.8333333333333
151,54.8271637167813,56.8333333333333
152,63.1992567400372,56.8333333333333
153,71.571349763293,56.8333333333333
154,79.9434427865488,56.8333333333333
155,88.3155358098046,56.8333333333333
156,96.6876288330604,56.8333333333333
157,105.059721856316,56.8333333333333
158,113.431814879572,56.8333333333333
159,121.803907902828,56.8333333333333
160,130.176000926084,56.8333333333333
161,138.54809394934,56.8333333333333
162,146.920186972595,56.8333333333333
163,155.292279995851,56.8333333333333
164,163.664373019107,56.8333333333333
165,172.036466042363,56.8333333333333
166,180.408559065619,56.8333333333333
167,188.780652088874,56.8333333333333
168,197.15274511213,56.8333333333333
169,205.524838135386,56.8333333333333
170,213.896931158642,56.8333333333333
171,222.269024181898,56.8333333333333
172,230.641117205153,56.8333333333333
173,239.013210228409,56.8333333333333
174,247.385303251665,56.8333333333333
175,255.757396274921,56.8333333333333
176,264.129489298177,56.8333333333333
177,272.501582321433,56.8333333333333
178,280.873675344688,56.8333333333333
179,289.245768367944,56.8333333333333
180,297.6178613912,56.8333333333333
181,305.989954414456,56.8333333333333
182,314.362047437712,56.8333333333333
183,322.734140460967,56.8333333333333
184,331.106233484223,56.8333333333333
185,339.478326507479,56.8333333333333
186,347.850419530735,56.8333333333333
187,356.222512553991,56.8333333333333
188,4.07472130601508,51.9722222222222
189,11.5747213060151,51.9722222222222
190,19.0747213060151,51.9722222222222
191,26.5747213060151,51.9722222222222
192,34.0747213060151,51.9722222222222
193,41.5747213060151,51.9722222222222
194,49.0747213060151,51.9722222222222
195,56.5747213060151,51.9722222222222
196,64.0747213060151,51.9722222222222
197,71.5747213060151,51.9722222222222
198,79.0747213060151,51.9722222222222
199,86.5747213060151,51.9722222222222
200,94.0747213060151,51.9722222222222
201,101.574721306015,51.9722222222222
202,109.074721306015,51.9722222222222
203,116.574721306015,51.9722222222222
204,124.074721306015,51.9722222222222
205,131.574721306015,51.9722222222222
206,139.074721306015,51.9722222222222
207,146.574721306015,51.9722222222222
208,154.074721306015,51.9722222222222
209,161.574721306015,51.9722222222222
210,169.074721306015,51.9722222222222
211,176.574721306015,51.9722222222222
212,184.074721306015,51.9722222222222
213,191.574721306015,51.9722222222222
214,199.074721306015,51.9722222222222
215,206.574721306015,51.9722222222222
216,214.074721306015,51.9722222222222
217,221.574721306015,51.9722222222222
218,229.074721306015,51.9722222222222
219,236.574721306015,51.9722222222222
220,244.074721306015,51.9722222222222
221,251.574721306015,51.9722222222222
222,259.074721306015,51.9722222222222
223,266.574721306015,51.9722222222222
224,274.074721306015,51.9722222222222
225,281.574721306015,51.9722222222222
226,289.074721306015,51.9722222222222
227,296.574721306015,51.9722222222222
228,304.074721306015,51.9722222222222
229,311.574721306015,51.9722222222222
230,319.074721306015,51.9722222222222
231,326.574721306015,51.9722222222222
232,334.074721306015,51.9722222222222
233,341.574721306015,51.9722222222222
234,349.074721306015,51.9722222222222
235,356.574721306015,51.9722222222222
236,3.68498466480855,47.1111111111111
237,10.4774374949972,47.1111111111111
238,17.2698903251859,47.1111111111111
239,24.0623431553746,47.1111111111111
240,30.8547959855633,47.1111111111111
241,37.6472488157519,47.1111111111111
242,44.4397016459407,47.1111111111111
243,51.2321544761293,47.1111111111111
244,58.024607306318,47.1111111111111
245,64.8170601365067,47.1111111111111
246,71.6095129666953,47.1111111111111
247,78.401965796884,47.1111111111111
248,85.1944186270727,47.1111111111111
249,91.9868714572614,47.1111111111111
250,98.7793242874501,47.1111111111111
251,105.571777117639,47.1111111111111
252,112.364229947827,47.1111111111111
253,119.156682778016,47.1111111111111
254,125.949135608205,47.1111111111111
255,132.741588438393,47.1111111111111
256,139.534041268582,47.1111111111111
257,146.326494098771,47.1111111111111
258,153.11894692896,47.1111111111111
259,159.911399759148,47.1111111111111
260,166.703852589337,47.1111111111111
261,173.496305419526,47.1111111111111
262,180.288758249714,47.1111111111111
263,187.081211079903,47.1111111111111
264,193.873663910092,47.1111111111111
265,200.66611674028,47.1111111111111
266,207.458569570469,47.1111111111111
267,214.251022400658,47.1111111111111
268,221.043475230846,47.1111111111111
269,227.835928061035,47.1111111111111
270,234.628380891224,47.1111111111111
271,241.420833721412,47.1111111111111
272,248.213286551601,47.1111111111111
273,255.00573938179,47.1111111111111
274,261.798192211978,47.1111111111111
275,268.590645042167,47.1111111111111
276,275.383097872356,47.1111111111111
277,282.175550702544,47.1111111111111
278,288.968003532733,47.1111111111111
279,295.760456362922,47.1111111111111
280,302.55290919311,47.1111111111111
281,309.345362023299,47.1111111111111
282,316.137814853488,47.1111111111111
283,322.930267683677,47.1111111111111
284,329.722720513865,47.1111111111111
285,336.515173344054,47.1111111111111
286,343.307626174243,47.1111111111111
287,350.100079004431,47.1111111111111
288,356.89253183462,47.1111111111111
289,3.38592587588653,42.25
290,9.70171534957075,42.25
291,16.017504823255,42.25
292,22.3332942969391,42.25
293,28.6490837706234,42.25
294,34.9648732443076,42.25
295,41.2806627179918,42.25
296,47.596452191676,42.25
297,53.9122416653602,42.25
298,60.2280311390444,42.25
299,66.5438206127287,42.25
300,72.8596100864129,42.25
301,79.175399560097,42.25
302,85.4911890337813,42.25
303,91.8069785074655,42.25
304,98.1227679811497,42.25
305,104.438557454834,42.25
306,110.754346928518,42.25
307,117.070136402202,42.25
308,123.385925875887,42.25
309,129.701715349571,42.25
310,136.017504823255,42.25
311,142.333294296939,42.25
312,148.649083770623,42.25
313,154.964873244308,42.25
314,161.280662717992,42.25
315,167.596452191676,42.25
316,173.91224166536,42.25
317,180.228031139044,42.25
318,186.543820612729,42.25
319,192.859610086413,42.25
320,199.175399560097,42.25
321,205.491189033781,42.25
322,211.806978507465,42.25
323,218.12276798115,42.25
324,224.438557454834,42.25
325,230.754346928518,42.25
326,237.070136402202,42.25
327,243.385925875887,42.25
328,249.701715349571,42.25
329,256.017504823255,42.25
330,262.333294296939,42.25
331,268.649083770623,42.25
332,274.964873244308,42.25
333,281.280662717992,42.25
334,287.596452191676,42.25
335,293.91224166536,42.25
336,300.228031139044,42.25
337,306.543820612729,42.25
338,312.859610086413,42.25
339,319.175399560097,42.25
340,325.491189033781,42.25
341,331.806978507465,42.25
342,338.12276798115,42.25
343,344.438557454834,42.25
344,350.754346928518,42.25
345,357.070136402202,42.25
346,3.15301306705823,37.3888888888889
347,9.05465241132049,37.3888888888889
348,14.9562917555828,37.3888888888889
349,20.8579310998451,37.3888888888889
350,26.7595704441074,37.3888888888889
351,32.6612097883697,37.3888888888889
352,38.562849132632,37.3888888888889
353,44.4644884768943,37.3888888888889
354,50.3661278211566,37.3888888888889
355,56.2677671654189,37.3888888888889
356,62.1694065096812,37.3888888888889
357,68.0710458539435,37.3888888888889
358,73.9726851982058,37.3888888888889
359,79.8743245424681,37.3888888888889
360,85.7759638867304,37.3888888888889
361,91.6776032309926,37.3888888888889
362,97.579242575255,37.3888888888889
363,103.480881919517,37.3888888888889
364,109.38252126378,37.3888888888889
365,115.284160608042,37.3888888888889
366,121.185799952304,37.3888888888889
367,127.087439296566,37.3888888888889
368,132.989078640829,37.3888888888889
369,138.890717985091,37.3888888888889
370,144.792357329353,37.3888888888889
371,150.693996673616,37.3888888888889
372,156.595636017878,37.3888888888889
373,162.49727536214,37.3888888888889
374,168.398914706402,37.3888888888889
375,174.300554050665,37.3888888888889
376,180.202193394927,37.3888888888889
377,186.103832739189,37.3888888888889
378,192.005472083452,37.3888888888889
379,197.907111427714,37.3888888888889
380,203.808750771976,37.3888888888889
381,209.710390116239,37.3888888888889
382,215.612029460501,37.3888888888889
383,221.513668804763,37.3888888888889
384,227.415308149025,37.3888888888889
385,233.316947493288,37.3888888888889
386,239.21858683755,37.3888888888889
387,245.120226181812,37.3888888888889
388,251.021865526075,37.3888888888889
389,256.923504870337,37.3888888888889
390,262.825144214599,37.3888888888889
391,268.726783558862,37.3888888888889
392,274.628422903124,37.3888888888889
393,280.530062247386,37.3888888888889
394,286.431701591648,37.3888888888889
395,292.333340935911,37.3888888888889
396,298.234980280173,37.3888888888889
397,304.136619624435,37.3888888888889
398,310.038258968698,37.3888888888889
399,315.93989831296,37.3888888888889
400,321.841537657222,37.3888888888889
401,327.743177001484,37.3888888888889
402,333.644816345747,37.3888888888889
403,339.546455690009,37.3888888888889
404,345.448095034271,37.3888888888889
405,351.349734378534,37.3888888888889
406,357.251373722796,37.3888888888889
407,2.97026657923425,32.5277777777778
408,8.59526657923425,32.5277777777778
409,14.2202665792342,32.5277777777778
410,19.8452665792342,32.5277777777778
411,25.4702665792342,32.5277777777778
412,31.0952665792342,32.5277777777778
413,36.7202665792342,32.5277777777778
414,42.3452665792342,32.5277777777778
415,47.9702665792342,32.5277777777778
416,53.5952665792342,32.5277777777778
417,59.2202665792342,32.5277777777778
418,64.8452665792342,32.5277777777778
419,70.4702665792342,32.5277777777778
420,76.0952665792342,32.5277777777778
421,81.7202665792342,32.5277777777778
422,87.3452665792342,32.5277777777778
423,92.9702665792342,32.5277777777778
424,98.5952665792342,32.5277777777778
425,104.220266579234,32.5277777777778
426,109.845266579234,32.5277777777778
427,115.470266579234,32.5277777777778
428,121.095266579234,32.5277777777778
429,126.720266579234,32.5277777777778
430,132.345266579234,32.5277777777778
431,137.970266579234,32.5277777777778
432,143.595266579234,32.5277777777778
433,149.220266579234,32.5277777777778
434,154.845266579234,32.5277777777778
435,160.470266579234,32.5277777777778
436,166.095266579234,32.5277777777778
437,171.720266579234,32.5277777777778
438,177.345266579234,32.5277777777778
439,182.970266579234,32.5277777777778
440,188.595266579234,32.5277777777778
441,194.220266579234,32.5277777777778
442,199.845266579234,32.5277777777778
443,205.470266579234,32.5277777777778
444,211.095266579234,32.5277777777778
445,216.720266579234,32.5277777777778
446,222.345266579234,32.5277777777778
447,227.970266579234,32.5277777777778
448,233.595266579234,32.5277777777778
449,239.220266579234,32.5277777777778
450,244.845266579234,32.5277777777778
451,250.470266579234,32.5277777777778
452,256.095266579234,32.5277777777778
453,261.720266579234,32.5277777777778
454,267.345266579234,32.5277777777778
455,272.970266579234,32.5277777777778
456,278.595266579234,32.5277777777778
457,284.220266579234,32.5277777777778
458,289.845266579234,32.5277777777778
459,295.470266579234,32.5277777777778
460,301.095266579234,32.5277777777778
461,306.720266579234,32.5277777777778
462,312.345266579234,32.5277777777778
463,317.970266579234,32.5277777777778
464,323.595266579234,32.5277777777778
465,329.220266579234,32.5277777777778
466,334.845266579234,32.5277777777778
467,340.470266579234,32.5277777777778
468,346.095266579234,32.5277777777778
469,351.720266579234,32.5277777777778
470,357.345266579234,32.5277777777778
471,2.82691155549412,27.6666666666667
472,8.20004588385234,27.6666666666667
473,13.5731802122106,27.6666666666667
474,18.9463145405688,27.6666666666667
475,24.3194488689269,27.6666666666667
476,29.6925831972852,27.6666666666667
477,35.0657175256434,27.6666666666667
478,40.4388518540015,27.6666666666667
479,45.8119861823598,27.6666666666667
480,51.185120510718,27.6666666666667
481,56.5582548390762,27.6666666666667
482,61.9313891674344,27.6666666666667
483,67.3045234957926,27.6666666666667
484,72.6776578241509,27.6666666666667
485,78.050792152509,27.6666666666667
486,83.4239264808672,27.6666666666667
487,88.7970608092255,27.6666666666667
488,94.1701951375837,27.6666666666667
489,99.5433294659419,27.6666666666667
490,104.9164637943,27.6666666666667
491,110.289598122658,27.6666666666667
492,115.662732451016,27.6666666666667
493,121.035866779375,27.6666666666667
494,126.409001107733,27.6666666666667
495,131.782135436091,27.6666666666667
496,137.155269764449,27.6666666666667
497,142.528404092808,27.6666666666667
498,147.901538421166,27.6666666666667
499,153.274672749524,27.6666666666667
500,158.647807077882,27.6666666666667
501,164.02094140624,27.6666666666667
502,169.394075734599,27.6666666666667
503,174.767210062957,27.6666666666667
504,180.140344391315,27.6666666666667
505,185.513478719673,27.6666666666667
506,190.886613048031,27.6666666666667
507,196.25974737639,27.6666666666667
508,201.632881704748,27.6666666666667
509,207.006016033106,27.6666666666667
510,212.379150361464,27.6666666666667
511,217.752284689822,27.6666666666667
512,223.125419018181,27.6666666666667
513,228.498553346539,27.6666666666667
514,233.871687674897,27.6666666666667
515,239.244822003255,27.6666666666667
516,244.617956331614,27.6666666666667
517,249.991090659972,27.6666666666667
518,255.36422498833,27.6666666666667
519,260.737359316688,27.6666666666667
520,266.110493645046,27.6666666666667
521,271.483627973405,27.6666666666667
522,276.856762301763,27.6666666666667
523,282.229896630121,27.6666666666667
524,287.603030958479,27.6666666666667
525,292.976165286837,27.6666666666667
526,298.349299615196,27.6666666666667
527,303.722433943554,27.6666666666667
528,309.095568271912,27.6666666666667
529,314.46870260027,27.6666666666667
530,319.841836928628,27.6666666666667
531,325.214971256987,27.6666666666667
532,330.588105585345,27.6666666666667
533,335.961239913703,27.6666666666667
534,341.334374242061,27.6666666666667
535,346.70750857042,27.6666666666667
536,352.080642898778,27.6666666666667
537,357.453777227136,27.6666666666667
538,2.71550871104898,22.8055555555556
539,7.9329000153968,22.8055555555556
540,13.1502913197446,22.8055555555556
541,18.3676826240925,22.8055555555556
542,23.5850739284403,22.8055555555556
543,28.8024652327881,22.8055555555556
544,34.0198565371359,22.8055555555556
545,39.2372478414837,22.8055555555556
546,44.4546391458316,22.8055555555556
547,49.6720304501794,22.8055555555556
548,54.8894217545272,22.8055555555556
549,60.106813058875,22.8055555555556
550,65.3242043632229,22.8055555555556
551,70.5415956675707,22.8055555555556
552,75.7589869719185,22.8055555555556
553,80.9763782762664,22.8055555555556
554,86.1937695806142,22.8055555555556
555,91.411160884962,22.8055555555556
556,96.6285521893099,22.8055555555556
557,101.845943493658,22.8055555555556
558,107.063334798005,22.8055555555556
559,112.280726102353,22.8055555555556
560,117.498117406701,22.8055555555556
561,122.715508711049,22.8055555555556
562,127.932900015397,22.8055555555556
563,133.150291319745,22.8055555555556
564,138.367682624092,22.8055555555556
565,143.58507392844,22.8055555555556
566,148.802465232788,22.8055555555556
567,154.019856537136,22.8055555555556
568,159.237247841484,22.8055555555556
569,164.454639145832,22.8055555555556
570,169.672030450179,22.8055555555556
571,174.889421754527,22.8055555555556
572,180.106813058875,22.8055555555556
573,185.324204363223,22.8055555555556
574,190.541595667571,22.8055555555556
575,195.758986971919,22.8055555555556
576,200.976378276266,22.8055555555556
577,206.193769580614,22.8055555555556
578,211.411160884962,22.8055555555556
579,216.62855218931,22.8055555555556
580,221.845943493658,22.8055555555556
581,227.063334798005,22.8055555555556
582,232.280726102353,22.8055555555556
583,237.498117406701,22.8055555555556
584,242.715508711049,22.8055555555556
585,247.932900015397,22.8055555555556
586,253.150291319745,22.8055555555556
587,258.367682624092,22.8055555555556
588,263.58507392844,22.8055555555556
589,268.802465232788,22.8055555555556
590,274.019856537136,22.8055555555556
591,279.237247841484,22.8055555555556
592,284.454639145832,22.8055555555556
593,289.672030450179,22.8055555555556
594,294.889421754527,22.8055555555556
595,300.106813058875,22.8055555555556
596,305.324204363223,22.8055555555556
597,310.541595667571,22.8055555555556
598,315.758986971919,22.8055555555556
599,320.976378276266,22.8055555555556
600,326.193769580614,22.8055555555556
601,331.411160884962,22.8055555555556
602,336.62855218931,22.8055555555556
603,341.845943493658,22.8055555555556
604,347.063334798005,22.8055555555556
605,352.280726102353,22.8055555555556
606,357.498117406701,22.8055555555556
607,2.63085836581519,17.9444444444445
608,7.70128090102645,17.9444444444445
609,12.7717034362377,17.9444444444445
610,17.842125971449,17.9444444444445
611,22.9125485066602,17.9444444444445
612,27.9829710418715,17.9444444444445
613,33.0533935770828,17.9444444444445
614,38.1238161122941,17.9444444444445
615,43.1942386475054,17.9444444444445
616,48.2646611827166,17.9444444444445
617,53.3350837179279,17.9444444444445
618,58.4055062531392,17.9444444444445
619,63.4759287883504,17.9444444444445
620,68.5463513235617,17.9444444444445
621,73.6167738587729,17.9444444444445
622,78.6871963939842,17.9444444444445
623,83.7576189291955,17.9444444444445
624,88.8280414644067,17.9444444444445
625,93.898463999618,17.9444444444445
626,98.9688865348293,17.9444444444445
627,104.039309070041,17.9444444444445
628,109.109731605252,17.9444444444445
629,114.180154140463,17.9444444444445
630,119.250576675674,17.9444444444445
631,124.320999210886,17.9444444444445
632,129.391421746097,17.9444444444445
633,134.461844281308,17.9444444444445
634,139.532266816519,17.9444444444445
635,144.602689351731,17.9444444444445
636,149.673111886942,17.9444444444445
637,154.743534422153,17.9444444444445
638,159.813956957364,17.9444444444445
639,164.884379492576,17.9444444444445
640,169.954802027787,17.9444444444445
641,175.025224562998,17.9444444444445
642,180.09564709821,17.9444444444445
643,185.166069633421,17.9444444444445
644,190.236492168632,17.9444444444445
645,195.306914703843,17.9444444444445
646,200.377337239055,17.9444444444445
647,205.447759774266,17.9444444444445
648,210.518182309477,17.9444444444445
649,215.588604844688,17.9444444444445
650,220.6590273799,17.9444444444445
651,225.729449915111,17.9444444444445
652,230.799872450322,17.9444444444445
653,235.870294985534,17.9444444444445
654,240.940717520745,17.9444444444445
655,246.011140055956,17.9444444444445
656,251.081562591167,17.9444444444445
657,256.151985126379,17.9444444444445
658,261.22240766159,17.9444444444445
659,266.292830196801,17.9444444444445
660,271.363252732012,17.9444444444445
661,276.433675267224,17.9444444444445
662,281.504097802435,17.9444444444445
663,286.574520337646,17.9444444444445
664,291.644942872857,17.9444444444445
665,296.715365408069,17.9444444444445
666,301.78578794328,17.9444444444445
667,306.856210478491,17.9444444444445
668,311.926633013703,17.9444444444445
669,316.997055548914,17.9444444444445
670,322.067478084125,17.9444444444445
671,327.137900619336,17.9444444444445
